question_id,clean_text
q7208,tag_167 tag_150 tag_177
q7209,tag_167 tag_168 tag_177
q7281,tag_167 tag_168 tag_177
q7282,tag_167 tag_156 tag_177
q9133,tag_77
q6157,tag_83
q7790,tag_159 tag_156 tag_177
q7789,tag_159 tag_150 tag_177
q7788,tag_159 tag_153 tag_177
q2857,tag_64 tag_179 tag_52 tag_183
q2856,tag_64 tag_179 tag_53 tag_183
q2858,tag_64 tag_179 tag_55 tag_183
q8618,tag_85
q5549,tag_84
q2640,tag_59 tag_56 tag_184
q2641,tag_59 tag_52 tag_184
q2642,tag_59 tag_54 tag_184
q2851,tag_60 tag_52 tag_183
q2850,tag_60 tag_53 tag_183
q2852,tag_60 tag_54 tag_183
q7453,tag_146 tag_158 tag_162 tag_149 tag_178
q7450,tag_146 tag_158 tag_162 tag_151 tag_178
q7454,tag_146 tag_158 tag_162 tag_149 tag_178
q7451,tag_146 tag_158 tag_162 tag_149 tag_178
q7452,tag_146 tag_158 tag_162 tag_149 tag_178
q7997,tag_159 tag_158 tag_166 tag_149 tag_178
q7996,tag_159 tag_158 tag_166 tag_149 tag_178
q7993,tag_159 tag_158 tag_166 tag_150 tag_178
q7994,tag_159 tag_158 tag_166 tag_153 tag_178
q7995,tag_159 tag_158 tag_166 tag_149 tag_178
q2986,tag_59 tag_179 tag_52 tag_184
q2985,tag_59 tag_179 tag_56 tag_184
q2987,tag_59 tag_179 tag_55 tag_184
q3406,tag_59 tag_54 tag_182
q3407,tag_59 tag_55 tag_182
q3405,tag_59 tag_56 tag_182
q11792,tag_119
q11794,tag_143
q11791,tag_98
q11793,tag_77
q11926,tag_98
q11924,tag_143
q11925,tag_78
q11923,tag_77
q10660,tag_78
q10659,tag_76
q10658,tag_143
q10661,tag_98
q3190,tag_59 tag_52 tag_181
q3191,tag_59 tag_52 tag_181
q3189,tag_59 tag_57 tag_181
q3444,tag_59 tag_56 tag_182
q3446,tag_59 tag_52 tag_182
q3445,tag_59 tag_52 tag_182
q2832,tag_63 tag_53 tag_181
q2833,tag_63 tag_52 tag_181
q2834,tag_63 tag_54 tag_181
q11811,tag_101
q11812,tag_143
q11814,tag_134
q11813,tag_80
q10755,tag_124
q10752,tag_83
q10753,tag_77
q10754,tag_143
q11526,tag_83
q11524,tag_143
q11525,tag_77
q11523,tag_98
q7699,tag_155 tag_169 tag_177
q7697,tag_155 tag_150 tag_177
q7698,tag_155 tag_151 tag_177
q7716,tag_167 tag_179 tag_177 tag_153 tag_177
q7715,tag_167 tag_179 tag_177 tag_153 tag_177
q7713,tag_167 tag_179 tag_177 tag_153 tag_177
q7714,tag_167 tag_179 tag_177 tag_168 tag_177
q3166,tag_64 tag_52 tag_183
q3167,tag_64 tag_52 tag_183
q3165,tag_64 tag_56 tag_183
q2882,tag_63 tag_179 tag_54 tag_183
q2880,tag_63 tag_179 tag_56 tag_183
q2881,tag_63 tag_179 tag_52 tag_183
q7068,tag_155 tag_147 tag_149 tag_176
q7065,tag_155 tag_147 tag_149 tag_176
q7066,tag_155 tag_147 tag_151 tag_176
q7067,tag_155 tag_147 tag_148 tag_176
q7064,tag_155 tag_147 tag_153 tag_176
q3490,tag_59 tag_52 tag_184
q3489,tag_59 tag_53 tag_184
q3491,tag_59 tag_54 tag_184
q9901,tag_74
q9951,tag_77
q7238,tag_157 tag_149 tag_177
q7237,tag_157 tag_150 tag_177
q7236,tag_157 tag_148 tag_177
q169,tag_22 tag_2 tag_179 tag_182
q120,tag_1 tag_2 tag_185
q7986,tag_159 tag_147 tag_166 tag_149 tag_178
q7987,tag_159 tag_147 tag_166 tag_149 tag_178
q7983,tag_159 tag_147 tag_166 tag_153 tag_178
q7985,tag_159 tag_147 tag_166 tag_148 tag_178
q7984,tag_159 tag_147 tag_166 tag_151 tag_178
q9528,tag_94
q10685,tag_63 tag_53 tag_181
q10686,tag_63 tag_52 tag_181
q10687,tag_63 tag_52 tag_181
q7815,tag_159 tag_153 tag_177
q7816,tag_159 tag_149 tag_177
q7817,tag_159 tag_153 tag_177
q8014,tag_167 tag_148 tag_177
q8016,tag_167 tag_149 tag_177
q8017,tag_167 tag_149 tag_177
q8015,tag_167 tag_168 tag_177
q8035,tag_167 tag_156 tag_177
q8037,tag_167 tag_156 tag_177
q8036,tag_167 tag_168 tag_177
q8034,tag_167 tag_153 tag_177
q7001,tag_155 tag_153 tag_177
q7002,tag_155 tag_156 tag_177
q7003,tag_155 tag_169 tag_177
q9088,tag_71
q2847,tag_64 tag_56 tag_185
q2848,tag_64 tag_53 tag_185
q2849,tag_64 tag_55 tag_185
q7183,tag_159 tag_153 tag_177
q7186,tag_159 tag_169 tag_177
q7185,tag_159 tag_156 tag_177
q7184,tag_159 tag_149 tag_177
q152,tag_5 tag_2 tag_179 tag_183
q7303,tag_155 tag_153 tag_177
q7305,tag_155 tag_169 tag_177
q7304,tag_155 tag_153 tag_177
q7825,tag_157 tag_149 tag_177
q7823,tag_157 tag_148 tag_177
q7824,tag_157 tag_149 tag_177
q3517,tag_60 tag_179 tag_53 tag_181
q3516,tag_60 tag_179 tag_56 tag_181
q3518,tag_60 tag_179 tag_54 tag_181
q2616,tag_60 tag_53 tag_181
q2618,tag_60 tag_55 tag_181
q2617,tag_60 tag_57 tag_181
q3504,tag_60 tag_56 tag_183
q3506,tag_60 tag_52 tag_183
q3505,tag_60 tag_52 tag_183
q3104,tag_59 tag_58 tag_181
q3102,tag_59 tag_56 tag_181
q3103,tag_59 tag_52 tag_181
q7646,tag_155 tag_169 tag_177
q7643,tag_155 tag_150 tag_177
q7645,tag_155 tag_153 tag_177
q7644,tag_155 tag_149 tag_177
q3260,tag_59 tag_58 tag_182
q3259,tag_59 tag_54 tag_182
q3258,tag_59 tag_53 tag_182
q7094,tag_155 tag_150 tag_177
q7093,tag_155 tag_153 tag_177
q7092,tag_155 tag_148 tag_177
q7095,tag_155 tag_169 tag_177
q3240,tag_59 tag_57 tag_181
q3241,tag_59 tag_54 tag_181
q3242,tag_59 tag_52 tag_181
q7529,tag_146 tag_158 tag_149 tag_176
q7526,tag_146 tag_158 tag_150 tag_176
q7527,tag_146 tag_158 tag_153 tag_176
q7525,tag_146 tag_158 tag_153 tag_176
q7528,tag_146 tag_158 tag_149 tag_176
q7244,tag_146 tag_147 tag_162 tag_179 tag_178 tag_149 tag_178
q7245,tag_146 tag_147 tag_162 tag_179 tag_178 tag_156 tag_178
q7246,tag_146 tag_147 tag_162 tag_179 tag_178 tag_149 tag_178
q7243,tag_146 tag_147 tag_162 tag_179 tag_178 tag_153 tag_178
q7242,tag_146 tag_147 tag_162 tag_179 tag_178 tag_149 tag_178
q3468,tag_59 tag_53 tag_181
q3469,tag_59 tag_54 tag_181
q3470,tag_59 tag_54 tag_181
q2658,tag_64 tag_53 tag_181
q2659,tag_64 tag_56 tag_181
q2660,tag_64 tag_52 tag_181
q8443,tag_74
q7578,tag_155 tag_169 tag_177
q7577,tag_155 tag_156 tag_177
q7576,tag_155 tag_150 tag_177
q7575,tag_155 tag_148 tag_177
q7371,tag_167 tag_148 tag_177
q7372,tag_167 tag_168 tag_177
q7373,tag_167 tag_149 tag_177
q7374,tag_167 tag_156 tag_177
q2864,tag_60 tag_54 tag_184
q2862,tag_60 tag_53 tag_184
q2863,tag_60 tag_56 tag_184
q2936,tag_59 tag_54 tag_181
q2934,tag_59 tag_53 tag_181
q2935,tag_59 tag_52 tag_181
q2716,tag_60 tag_52 tag_181
q2715,tag_60 tag_53 tag_181
q2717,tag_60 tag_52 tag_181
q7356,tag_146 tag_153 tag_177
q7355,tag_146 tag_148 tag_177
q7358,tag_146 tag_169 tag_177
q7357,tag_146 tag_153 tag_177
q7161,tag_159 tag_153 tag_177
q7160,tag_159 tag_156 tag_177
q7555,tag_167 tag_149 tag_177
q7556,tag_167 tag_168 tag_177
q7040,tag_146 tag_172 tag_162 tag_150 tag_178
q7039,tag_146 tag_172 tag_162 tag_151 tag_178
q7042,tag_146 tag_172 tag_162 tag_149 tag_178
q7041,tag_146 tag_172 tag_162 tag_149 tag_178
q7043,tag_146 tag_172 tag_162 tag_153 tag_178
q12,tag_1 tag_2 tag_182
q82,tag_8 tag_2 tag_185
q7842,tag_155 tag_158 tag_162 tag_179 tag_178 tag_153 tag_178
q7843,tag_155 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7845,tag_155 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7841,tag_155 tag_158 tag_162 tag_179 tag_178 tag_148 tag_178
q7844,tag_155 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7882,tag_155 tag_158 tag_162 tag_153 tag_178
q7883,tag_155 tag_158 tag_162 tag_151 tag_178
q7885,tag_155 tag_158 tag_162 tag_149 tag_178
q7881,tag_155 tag_158 tag_162 tag_148 tag_178
q7884,tag_155 tag_158 tag_162 tag_153 tag_178
q7090,tag_146 tag_151 tag_177
q7091,tag_146 tag_169 tag_177
q7089,tag_146 tag_153 tag_177
q7088,tag_146 tag_150 tag_177
q3263,tag_60 tag_58 tag_183
q3261,tag_60 tag_56 tag_183
q3262,tag_60 tag_53 tag_183
q3272,tag_60 tag_58 tag_183
q3271,tag_60 tag_52 tag_183
q3270,tag_60 tag_53 tag_183
q81,tag_6 tag_7 tag_181
q8051,tag_8 tag_2 tag_179 tag_183
q178,tag_9 tag_2 tag_182
q2693,tag_59 tag_52 tag_185
q2691,tag_59 tag_53 tag_185
q2692,tag_59 tag_52 tag_185
q5016,tag_74
q1554,tag_53 tag_181 tag_183
q1555,tag_53 tag_181 tag_183
q1556,tag_55 tag_181 tag_183
q4506,tag_74
q1693,tag_52 tag_184 tag_183
q1692,tag_53 tag_184 tag_183
q1694,tag_52 tag_184 tag_183
q5163,tag_74
q8715,tag_88
q3874,tag_74
q10895,tag_120
q10892,tag_96
q10894,tag_134
q10893,tag_143
q11591,tag_77
q11592,tag_89
q11594,tag_143
q11593,tag_88
q11712,tag_74
q11714,tag_76
q11713,tag_143
q11711,tag_86
q11693,tag_129
q11691,tag_98
q11694,tag_85
q11692,tag_143
q11760,tag_85
q11761,tag_143
q11759,tag_77
q11762,tag_118
q8783,tag_85
q11716,tag_120
q11717,tag_143
q11718,tag_86
q11715,tag_76
q9334,tag_120
q9140,tag_85
q6585,tag_143
q6588,tag_88
q6586,tag_86
q6587,tag_77
q10876,tag_85
q10878,tag_143
q10877,tag_72
q10879,tag_85
q10357,tag_143
q10358,tag_100
q10356,tag_128
q10359,tag_85
q11756,tag_73
q11758,tag_77
q11755,tag_143
q11757,tag_134
q11725,tag_85
q11724,tag_74
q11723,tag_143
q11726,tag_86
q11648,tag_85
q11649,tag_134
q11650,tag_143
q11647,tag_88
q11871,tag_107
q11872,tag_76
q11874,tag_83
q11873,tag_143
q6626,tag_134
q6625,tag_119
q6628,tag_85
q6627,tag_143
q6577,tag_143
q6578,tag_85
q6580,tag_86
q6579,tag_120
q11945,tag_85
q11944,tag_143
q11946,tag_77
q11943,tag_78
q8634,tag_77
q10742,tag_143
q10740,tag_74
q10741,tag_85
q10743,tag_120
q11604,tag_76
q11606,tag_143
q11603,tag_96
q11605,tag_119
q11875,tag_119
q11878,tag_143
q11876,tag_138
q11877,tag_85
q11739,tag_76
q11740,tag_108
q11742,tag_143
q11741,tag_134
q11942,tag_86
q11941,tag_76
q11939,tag_143
q11940,tag_74
q11906,tag_133
q11904,tag_85
q11903,tag_71
q11905,tag_143
q11900,tag_143
q11901,tag_77
q11902,tag_134
q11899,tag_71
q10811,tag_119
q10810,tag_143
q10808,tag_85
q10809,tag_78
q11916,tag_143
q11918,tag_86
q11917,tag_77
q11915,tag_76
q9888,tag_71
q10787,tag_119
q10785,tag_143
q10786,tag_85
q10784,tag_134
q11574,tag_143
q11573,tag_108
q11571,tag_105
q11572,tag_85
q11947,tag_86
q11948,tag_105
q11949,tag_83
q11950,tag_143
q10827,tag_143
q10826,tag_120
q10825,tag_83
q10824,tag_77
q10760,tag_83
q10763,tag_93
q10761,tag_76
q10762,tag_143
q9923,tag_85
q6589,tag_143
q6591,tag_83
q6592,tag_122
q6590,tag_83
q10835,tag_77
q10832,tag_74
q10833,tag_143
q10834,tag_103
q11839,tag_77
q11840,tag_87
q11841,tag_143
q11842,tag_86
q11678,tag_85
q11676,tag_85
q11677,tag_98
q11675,tag_143
q11913,tag_100
q11914,tag_85
q11911,tag_85
q11912,tag_143
q9157,tag_85
q10246,tag_83
q10111,tag_77
q2973,tag_60 tag_56 tag_184
q2975,tag_60 tag_54 tag_184
q2974,tag_60 tag_54 tag_184
q11735,tag_77
q11736,tag_143
q11737,tag_92
q11738,tag_74
q11722,tag_107
q11719,tag_77
q11721,tag_105
q11720,tag_143
q10353,tag_106
q10352,tag_85
q10354,tag_143
q10355,tag_78
q11651,tag_98
q11654,tag_74
q11653,tag_143
q11652,tag_85
q11636,tag_83
q11637,tag_143
q11635,tag_75
q11638,tag_107
q11598,tag_143
q11596,tag_120
q11595,tag_85
q11597,tag_135
q11938,tag_83
q11936,tag_143
q11937,tag_80
q11935,tag_85
q11929,tag_116
q11930,tag_85
q11927,tag_143
q11928,tag_77
q11753,tag_143
q11752,tag_94
q11754,tag_73
q11751,tag_77
q6573,tag_143
q6576,tag_74
q6574,tag_119
q6575,tag_77
q11764,tag_143
q11763,tag_95
q11766,tag_76
q11765,tag_76
q9115,tag_76
q10138,tag_77
q3389,tag_59 tag_52 tag_181
q3387,tag_59 tag_53 tag_181
q3388,tag_59 tag_57 tag_181
q3175,tag_59 tag_52 tag_182
q3174,tag_59 tag_56 tag_182
q3176,tag_59 tag_52 tag_182
q7834,tag_155 tag_147 tag_162 tag_151 tag_178
q7835,tag_155 tag_147 tag_162 tag_149 tag_178
q7833,tag_155 tag_147 tag_162 tag_149 tag_178
q7832,tag_155 tag_147 tag_162 tag_156 tag_178
q7831,tag_155 tag_147 tag_162 tag_150 tag_178
q7112,tag_167 tag_149 tag_177
q7113,tag_167 tag_168 tag_177
q9793,tag_98
q9526,tag_94
q2655,tag_59 tag_53 tag_183
q2657,tag_59 tag_54 tag_183
q2656,tag_59 tag_56 tag_183
q3599,tag_59 tag_54 tag_182
q3598,tag_59 tag_52 tag_182
q3597,tag_59 tag_53 tag_182
q2685,tag_63 tag_56 tag_181
q2687,tag_63 tag_54 tag_181
q2686,tag_63 tag_54 tag_181
q2751,tag_64 tag_54 tag_182
q2752,tag_64 tag_52 tag_182
q2753,tag_64 tag_52 tag_182
q10095,tag_83
q7819,tag_159 tag_150 tag_177
q7818,tag_159 tag_149 tag_177
q8390,tag_71
q9673,tag_77
q2279,tag_54 tag_182 tag_181
q2277,tag_56 tag_182 tag_181
q2278,tag_53 tag_182 tag_181
q8917,tag_116
q8539,tag_77
q10134,tag_77
q1596,tag_53 tag_182 tag_181
q1597,tag_58 tag_182 tag_181
q1598,tag_54 tag_182 tag_181
q7409,tag_167 tag_156 tag_177
q7407,tag_167 tag_168 tag_177
q7408,tag_167 tag_149 tag_177
q7406,tag_167 tag_149 tag_177
q2475,tag_56 tag_185 tag_181
q2477,tag_52 tag_185 tag_181
q2476,tag_52 tag_185 tag_181
q8003,tag_167 tag_149 tag_177
q8002,tag_167 tag_148 tag_177
q8005,tag_167 tag_168 tag_177
q8004,tag_167 tag_153 tag_177
q7657,tag_146 tag_153 tag_177
q7655,tag_146 tag_153 tag_177
q7656,tag_146 tag_150 tag_177
q7181,tag_155 tag_156 tag_177
q7180,tag_155 tag_153 tag_177
q7182,tag_155 tag_169 tag_177
q7179,tag_155 tag_153 tag_177
q2020,tag_52 tag_182 tag_183
q2021,tag_57 tag_182 tag_183
q2019,tag_56 tag_182 tag_183
q7055,tag_146 tag_172 tag_162 tag_153 tag_178
q7058,tag_146 tag_172 tag_162 tag_151 tag_178
q7056,tag_146 tag_172 tag_162 tag_149 tag_178
q7057,tag_146 tag_172 tag_162 tag_149 tag_178
q7054,tag_146 tag_172 tag_162 tag_153 tag_178
q8359,tag_155 tag_158 tag_179 tag_176 tag_151 tag_176
q8358,tag_155 tag_158 tag_179 tag_176 tag_150 tag_176
q8357,tag_155 tag_158 tag_179 tag_176 tag_149 tag_176
q8361,tag_155 tag_158 tag_179 tag_176 tag_149 tag_176
q8360,tag_155 tag_158 tag_179 tag_176 tag_153 tag_176
q8322,tag_146 tag_147 tag_179 tag_176 tag_153 tag_176
q8324,tag_146 tag_147 tag_179 tag_176 tag_149 tag_176
q8325,tag_146 tag_147 tag_179 tag_176 tag_149 tag_176
q8326,tag_146 tag_147 tag_179 tag_176 tag_156 tag_176
q8323,tag_146 tag_147 tag_179 tag_176 tag_153 tag_176
q9196,tag_76
q8555,tag_85
q7104,tag_167 tag_179 tag_177 tag_168 tag_177
q7105,tag_167 tag_179 tag_177 tag_149 tag_177
q9853,tag_85
q9692,tag_76
q8876,tag_85
q10254,tag_132
q8908,tag_78
q9393,tag_120
q8946,tag_78
q9561,tag_118
q9038,tag_85
q8757,tag_83
q9545,tag_94
q9440,tag_85
q10326,tag_77
q9948,tag_77
q2158,tag_56 tag_182 tag_183
q2159,tag_55 tag_182 tag_183
q2157,tag_53 tag_182 tag_183
q2036,tag_54 tag_183 tag_182
q2035,tag_54 tag_183 tag_182
q2034,tag_52 tag_183 tag_182
q2064,tag_53 tag_181 tag_185
q2066,tag_54 tag_181 tag_185
q2065,tag_52 tag_181 tag_185
q1964,tag_54 tag_182 tag_181
q1963,tag_52 tag_182 tag_181
q1962,tag_53 tag_182 tag_181
q2434,tag_52 tag_183 tag_184
q2433,tag_53 tag_183 tag_184
q2435,tag_55 tag_183 tag_184
q7377,tag_167 tag_168 tag_177
q7376,tag_167 tag_149 tag_177
q7378,tag_167 tag_156 tag_177
q7375,tag_167 tag_153 tag_177
q10116,tag_85
q9716,tag_76
q9132,tag_77
q7214,tag_167 tag_156 tag_177
q7211,tag_167 tag_153 tag_177
q7212,tag_167 tag_150 tag_177
q7213,tag_167 tag_168 tag_177
q8271,tag_159 tag_158 tag_149 tag_176
q8267,tag_159 tag_158 tag_148 tag_176
q8270,tag_159 tag_158 tag_149 tag_176
q8269,tag_159 tag_158 tag_153 tag_176
q8268,tag_159 tag_158 tag_153 tag_176
q7666,tag_146 tag_153 tag_177
q7667,tag_146 tag_150 tag_177
q7863,tag_155 tag_158 tag_162 tag_150 tag_178
q7862,tag_155 tag_158 tag_162 tag_149 tag_178
q7861,tag_155 tag_158 tag_162 tag_151 tag_178
q7865,tag_155 tag_158 tag_162 tag_149 tag_178
q7864,tag_155 tag_158 tag_162 tag_153 tag_178
q9989,tag_83
q1420,tag_53 tag_184 tag_181
q1419,tag_52 tag_184 tag_181
q1421,tag_54 tag_184 tag_181
q1503,tag_53 tag_184 tag_183 tag_182
q1505,tag_52 tag_184 tag_183 tag_182
q1504,tag_54 tag_184 tag_183 tag_182
q6132,tag_119
q8910,tag_78
q10097,tag_83
q10066,tag_76
q8381,tag_84
q9679,tag_85
q8877,tag_77
q8348,tag_155 tag_147 tag_179 tag_176 tag_153 tag_176
q8350,tag_155 tag_147 tag_179 tag_176 tag_149 tag_176
q8347,tag_155 tag_147 tag_179 tag_176 tag_148 tag_176
q8349,tag_155 tag_147 tag_179 tag_176 tag_156 tag_176
q8351,tag_155 tag_147 tag_179 tag_176 tag_156 tag_176
q9426,tag_85
q8796,tag_85
q9027,tag_83
q8574,tag_77
q8511,tag_76
q8532,tag_85
q9728,tag_85
q7877,tag_146 tag_158 tag_162 tag_149 tag_178
q7880,tag_146 tag_158 tag_162 tag_151 tag_178
q7876,tag_146 tag_158 tag_162 tag_156 tag_178
q7879,tag_146 tag_158 tag_162 tag_153 tag_178
q7878,tag_146 tag_158 tag_162 tag_149 tag_178
q7559,tag_167 tag_149 tag_177
q7560,tag_167 tag_168 tag_177
q2167,tag_53 tag_182 tag_181
q2168,tag_52 tag_182 tag_181
q2166,tag_56 tag_182 tag_181
q7626,tag_155 tag_158 tag_162 tag_149 tag_178
q7627,tag_155 tag_158 tag_162 tag_153 tag_178
q7623,tag_155 tag_158 tag_162 tag_151 tag_178
q7624,tag_155 tag_158 tag_162 tag_149 tag_178
q7625,tag_155 tag_158 tag_162 tag_156 tag_178
q7228,tag_155 tag_156 tag_177
q7227,tag_155 tag_149 tag_177
q9070,tag_85
q10144,tag_77
q8044,tag_146 tag_153 tag_177
q8043,tag_146 tag_149 tag_177
q8045,tag_146 tag_153 tag_177
q9205,tag_76
q9887,tag_76
q9032,tag_77
q9808,tag_112
q10271,tag_77
q10237,tag_83
q8861,tag_76
q7769,tag_159 tag_156 tag_177
q7768,tag_159 tag_153 tag_177
q7767,tag_159 tag_148 tag_177
q9049,tag_83
q10296,tag_85
q8887,tag_76
q9447,tag_123
q9135,tag_77
q9998,tag_83
q10139,tag_85
q9717,tag_76
q9860,tag_85
q9500,tag_83
q9899,tag_83
q8711,tag_88
q10114,tag_85
q9689,tag_85
q8794,tag_77
q8767,tag_85
q9694,tag_85
q7070,tag_146 tag_158 tag_151 tag_176
q7073,tag_146 tag_158 tag_149 tag_176
q7071,tag_146 tag_158 tag_149 tag_176
q7069,tag_146 tag_158 tag_153 tag_176
q7072,tag_146 tag_158 tag_149 tag_176
q7684,tag_155 tag_153 tag_177
q7685,tag_155 tag_150 tag_177
q7683,tag_155 tag_148 tag_177
q8282,tag_155 tag_147 tag_179 tag_176 tag_148 tag_176
q8283,tag_155 tag_147 tag_179 tag_176 tag_150 tag_176
q8286,tag_155 tag_147 tag_179 tag_176 tag_149 tag_176
q8285,tag_155 tag_147 tag_179 tag_176 tag_151 tag_176
q8284,tag_155 tag_147 tag_179 tag_176 tag_153 tag_176
q7474,tag_167 tag_168 tag_177
q7473,tag_167 tag_149 tag_177
q8199,tag_74
q5812,tag_74
q7847,tag_146 tag_147 tag_162 tag_179 tag_178 tag_153 tag_178
q7849,tag_146 tag_147 tag_162 tag_179 tag_178 tag_156 tag_178
q7850,tag_146 tag_147 tag_162 tag_179 tag_178 tag_149 tag_178
q7848,tag_146 tag_147 tag_162 tag_179 tag_178 tag_149 tag_178
q7846,tag_146 tag_147 tag_162 tag_179 tag_178 tag_153 tag_178
q8770,tag_85
q9048,tag_76
q9872,tag_83
q8552,tag_85
q9002,tag_78
q10233,tag_83
q9346,tag_95
q9176,tag_76
q9190,tag_76
q8891,tag_77
q9085,tag_83
q6212,tag_88
q6292,tag_74
q8495,tag_77
q9710,tag_77
q10335,tag_77
q7421,tag_159 tag_169 tag_177
q7420,tag_159 tag_156 tag_177
q7418,tag_159 tag_150 tag_177
q7419,tag_159 tag_151 tag_177
q7170,tag_146 tag_153 tag_177
q7169,tag_146 tag_149 tag_177
q7171,tag_146 tag_153 tag_177
q8261,tag_155 tag_147 tag_149 tag_176
q8258,tag_155 tag_147 tag_149 tag_176
q8260,tag_155 tag_147 tag_148 tag_176
q8259,tag_155 tag_147 tag_151 tag_176
q8257,tag_155 tag_147 tag_153 tag_176
q7550,tag_159 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7552,tag_159 tag_158 tag_162 tag_179 tag_178 tag_150 tag_178
q7554,tag_159 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7551,tag_159 tag_158 tag_162 tag_179 tag_178 tag_151 tag_178
q7553,tag_159 tag_158 tag_162 tag_179 tag_178 tag_148 tag_178
q7629,tag_152 tag_149 tag_177
q7628,tag_152 tag_153 tag_177
q7026,tag_146 tag_150 tag_177
q7028,tag_146 tag_156 tag_177
q7029,tag_146 tag_169 tag_177
q7027,tag_146 tag_153 tag_177
q7424,tag_155 tag_156 tag_177
q7422,tag_155 tag_150 tag_177
q7425,tag_155 tag_169 tag_177
q7423,tag_155 tag_151 tag_177
q1944,tag_53 tag_183 tag_184
q1945,tag_52 tag_183 tag_184
q1946,tag_179 tag_54 tag_183 tag_184
q7782,tag_157 tag_153 tag_177
q7781,tag_157 tag_149 tag_177
q9172,tag_76
q8001,tag_167 tag_153 tag_177
q8000,tag_167 tag_149 tag_177
q7999,tag_167 tag_168 tag_177
q7998,tag_167 tag_148 tag_177
q7676,tag_159 tag_153 tag_177
q7677,tag_159 tag_156 tag_177
q7675,tag_159 tag_153 tag_177
q7665,tag_146 tag_156 tag_177
q7663,tag_146 tag_153 tag_177
q7664,tag_146 tag_150 tag_177
q7307,tag_159 tag_153 tag_177
q7308,tag_159 tag_169 tag_177
q7306,tag_159 tag_153 tag_177
q7679,tag_159 tag_150 tag_177
q7678,tag_159 tag_149 tag_177
q7680,tag_159 tag_153 tag_177
q1456,tag_179 tag_52 tag_185 tag_181
q1457,tag_52 tag_185 tag_181
q1455,tag_52 tag_185 tag_181
q7020,tag_157 tag_153 tag_177
q7018,tag_157 tag_150 tag_177
q7019,tag_157 tag_149 tag_177
q7021,tag_157 tag_169 tag_177
q7173,tag_159 tag_150 tag_177
q7172,tag_159 tag_148 tag_177
q7174,tag_159 tag_153 tag_177
q7330,tag_157 tag_169 tag_177
q7327,tag_157 tag_148 tag_177
q7329,tag_157 tag_150 tag_177
q7328,tag_157 tag_149 tag_177
q7283,tag_167 tag_150 tag_177
q7284,tag_167 tag_168 tag_177
q2161,tag_56 tag_183 tag_182
q2162,tag_54 tag_183 tag_182
q2160,tag_53 tag_183 tag_182
q1786,tag_52 tag_181 tag_183 tag_184
q1785,tag_53 tag_181 tag_183 tag_184
q1787,tag_54 tag_181 tag_183 tag_184
q2380,tag_52 tag_183 tag_185
q2381,tag_58 tag_183 tag_185
q2379,tag_56 tag_183 tag_185
q1664,tag_52 tag_181 tag_185
q1662,tag_56 tag_181 tag_185
q1663,tag_52 tag_181 tag_185
q2459,tag_55 tag_182 tag_181
q2458,tag_52 tag_182 tag_181
q2457,tag_53 tag_182 tag_181
q1433,tag_52 tag_184 tag_181
q1432,tag_54 tag_184 tag_181
q1431,tag_53 tag_184 tag_181
q2329,tag_54 tag_182 tag_183
q2330,tag_54 tag_182 tag_183
q2328,tag_53 tag_182 tag_183
q7010,tag_159 tag_149 tag_177
q7011,tag_159 tag_156 tag_177
q7012,tag_159 tag_169 tag_177
q1566,tag_53 tag_185 tag_184 tag_181
q1568,tag_52 tag_185 tag_184 tag_181
q1567,tag_52 tag_185 tag_184 tag_181
q8958,tag_115
q8881,tag_76
q1894,tag_53 tag_185 tag_181
q1893,tag_56 tag_185 tag_181
q1895,tag_55 tag_185 tag_181
q8553,tag_85
q7954,tag_155 tag_149 tag_177
q7955,tag_155 tag_149 tag_177
q7956,tag_155 tag_156 tag_177
q7957,tag_155 tag_169 tag_177
q2148,tag_52 tag_182 tag_183
q2150,tag_52 tag_182 tag_183
q2149,tag_54 tag_182 tag_183
q10305,tag_85
q6257,tag_86
q1824,tag_53 tag_185 tag_183
q1825,tag_52 tag_185 tag_183
q1826,tag_52 tag_185 tag_183
q6208,tag_120
q6430,tag_77
q4733,tag_75
q3606,tag_74
q4755,tag_93
q4884,tag_71
q4167,tag_81
q5949,tag_84
q6542,tag_87
q6487,tag_80
q6457,tag_71
q6437,tag_83
q5844,tag_98
q3617,tag_74
q4825,tag_85
q9627,tag_78
q4221,tag_71
q3965,tag_83
q6240,tag_85
q5654,tag_135
q3900,tag_80
q5690,tag_119
q6244,tag_106
q5501,tag_82
q4952,tag_74
q3917,tag_81
q5216,tag_74
q6485,tag_86
q6459,tag_86
q3813,tag_86
q5423,tag_104
q6475,tag_71
q4760,tag_107
q3731,tag_78
q4105,tag_71
q4401,tag_98
q5833,tag_84
q5228,tag_121
q4443,tag_98
q4665,tag_71
q9602,tag_119
q3685,tag_85
q4781,tag_86
q6456,tag_86
q6133,tag_119
q3889,tag_74
q6386,tag_85
q6315,tag_74
q4656,tag_71
q6490,tag_77
q4853,tag_71
q4285,tag_119
q3986,tag_71
q5542,tag_98
q3740,tag_78
q6739,tag_85
q6422,tag_71
