question_id,tags,Pseudoteks (clean_text)
q2717,60;52;181,tag_60 tag_52 tag_181
q7356,146;153;177,tag_146 tag_153 tag_177
q7355,146;148;177,tag_146 tag_148 tag_177
q7358,146;169;177,tag_146 tag_169 tag_177
q7357,146;153;177,tag_146 tag_153 tag_177
q7161,159;153;177,tag_159 tag_153 tag_177
q7160,159;156;177,tag_159 tag_156 tag_177
q7555,167;149;177,tag_167 tag_149 tag_177
q7556,167;168;177,tag_167 tag_168 tag_177
q7040,146;172;162;150;178,tag_146 tag_172 tag_162 tag_150 tag_178
q7039,146;172;162;151;178,tag_146 tag_172 tag_162 tag_151 tag_178
q7042,146;172;162;149;178,tag_146 tag_172 tag_162 tag_149 tag_178
q7041,146;172;162;149;178,tag_146 tag_172 tag_162 tag_149 tag_178
q7043,146;172;162;153;178,tag_146 tag_172 tag_162 tag_153 tag_178
q12,1;2;182,tag_1 tag_2 tag_182
q82,8;2;185,tag_8 tag_2 tag_185
q7842,155;158;162;179;178;153;178,tag_155 tag_158 tag_162 tag_179 tag_178 tag_153 tag_178
q7843,155;158;162;179;178;149;178,tag_155 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7845,155;158;162;179;178;149;178,tag_155 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7841,155;158;162;179;178;148;178,tag_155 tag_158 tag_162 tag_179 tag_178 tag_148 tag_178
q7844,155;158;162;179;178;149;178,tag_155 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7882,155;158;162;153;178,tag_155 tag_158 tag_162 tag_153 tag_178
q7883,155;158;162;151;178,tag_155 tag_158 tag_162 tag_151 tag_178
q7885,155;158;162;149;178,tag_155 tag_158 tag_162 tag_149 tag_178
q7881,155;158;162;148;178,tag_155 tag_158 tag_162 tag_148 tag_178
q7884,155;158;162;153;178,tag_155 tag_158 tag_162 tag_153 tag_178
q7090,146;151;177,tag_146 tag_151 tag_177
q7091,146;169;177,tag_146 tag_169 tag_177
q7089,146;153;177,tag_146 tag_153 tag_177
q7088,146;150;177,tag_146 tag_150 tag_177
q3263,60;58;183,tag_60 tag_58 tag_183
q3261,60;56;183,tag_60 tag_56 tag_183
q3262,60;53;183,tag_60 tag_53 tag_183
q3272,60;58;183,tag_60 tag_58 tag_183
q3271,60;52;183,tag_60 tag_52 tag_183
q3270,60;53;183,tag_60 tag_53 tag_183
q81,6;7;181,tag_6 tag_7 tag_181
q8051,8;2;179;183,tag_8 tag_2 tag_179 tag_183
q178,9;2;182,tag_9 tag_2 tag_182
q2693,59;52;185,tag_59 tag_52 tag_185
q2691,59;53;185,tag_59 tag_53 tag_185
q2692,59;52;185,tag_59 tag_52 tag_185
q5016,74,tag_74
q1554,53;181;183,tag_53 tag_181 tag_183
q1555,53;181;183,tag_53 tag_181 tag_183
q1556,55;181;183,tag_55 tag_181 tag_183
q4506,74,tag_74
q1693,52;184;183,tag_52 tag_184 tag_183
q1692,53;184;183,tag_53 tag_184 tag_183
q1694,52;184;183,tag_52 tag_184 tag_183
q5163,74,tag_74
q8715,88,tag_88
q3874,74,tag_74
q10895,120,tag_120
q10892,96,tag_96
q10894,134,tag_134
q10893,143,tag_143
q11591,77,tag_77
q11592,89,tag_89
q11594,143,tag_143
q11593,88,tag_88
q11712,74,tag_74
q11714,76,tag_76
q11713,143,tag_143
q11711,86,tag_86
q11693,129,tag_129
q11691,98,tag_98
q11694,85,tag_85
q11692,143,tag_143
q11760,85,tag_85
q11761,143,tag_143
q11759,77,tag_77
q11762,118,tag_118
q8783,85,tag_85
q11716,120,tag_120
q11717,143,tag_143
q11718,86,tag_86
q11715,76,tag_76
q9334,120,tag_120
q9140,85,tag_85
q6585,143,tag_143
q6588,88,tag_88
q6586,86,tag_86
q6587,77,tag_77
q10876,85,tag_85
q10878,143,tag_143
q10877,72,tag_72
q10879,85,tag_85
q10357,143,tag_143
q10358,100,tag_100
q10356,128,tag_128
q10359,85,tag_85
q11756,73,tag_73
q11758,77,tag_77
q11755,143,tag_143
q11757,134,tag_134
q11725,85,tag_85
q11724,74,tag_74
q11723,143,tag_143
q11726,86,tag_86
q11648,85,tag_85
q11649,134,tag_134
q11650,143,tag_143
q11647,88,tag_88
q11871,107,tag_107
q11872,76,tag_76
q11874,83,tag_83
q11873,143,tag_143
q6626,134,tag_134
q6625,119,tag_119
q6628,85,tag_85
q6627,143,tag_143
q6577,143,tag_143
q6578,85,tag_85
q6580,86,tag_86
q6579,120,tag_120
q11945,85,tag_85
q11944,143,tag_143
q11946,77,tag_77
q11943,78,tag_78
q8634,77,tag_77
q10742,143,tag_143
q10740,74,tag_74
q10741,85,tag_85
q10743,120,tag_120
q11604,76,tag_76
q11606,143,tag_143
q11603,96,tag_96
q11605,119,tag_119
q11875,119,tag_119
q11878,143,tag_143
q11876,138,tag_138
q11877,85,tag_85
q11739,76,tag_76
q11740,108,tag_108
q11742,143,tag_143
q11741,134,tag_134
q11942,86,tag_86
q11941,76,tag_76
q11939,143,tag_143
q11940,74,tag_74
q11906,133,tag_133
q11904,85,tag_85
q11903,71,tag_71
q11905,143,tag_143
q11900,143,tag_143
q11901,77,tag_77
q11902,134,tag_134
q11899,71,tag_71
q10811,119,tag_119
q10810,143,tag_143
q10808,85,tag_85
q10809,78,tag_78
q11916,143,tag_143
q11918,86,tag_86
q11917,77,tag_77
q11915,76,tag_76
q9888,71,tag_71
q10787,119,tag_119
q10785,143,tag_143
q10786,85,tag_85
q10784,134,tag_134
q11574,143,tag_143
q11573,108,tag_108
q11571,105,tag_105
q11572,85,tag_85
q11947,86,tag_86
q11948,105,tag_105
q11949,83,tag_83
q11950,143,tag_143
q10827,143,tag_143
q10826,120,tag_120
q10825,83,tag_83
q10824,77,tag_77
q10760,83,tag_83
q10763,93,tag_93
q10761,76,tag_76
q10762,143,tag_143
q9923,85,tag_85
q6589,143,tag_143
q6591,83,tag_83
q6592,122,tag_122
q6590,83,tag_83
q10835,77,tag_77
q10832,74,tag_74
q10833,143,tag_143
q10834,103,tag_103
q11839,77,tag_77
q11840,87,tag_87
q11841,143,tag_143
q11842,86,tag_86
q11678,85,tag_85
q11676,85,tag_85
q11677,98,tag_98
q11675,143,tag_143
q11913,100,tag_100
q11914,85,tag_85
q11911,85,tag_85
q11912,143,tag_143
q9157,85,tag_85
q10246,83,tag_83
q10111,77,tag_77
q2973,60;56;184,tag_60 tag_56 tag_184
q2975,60;54;184,tag_60 tag_54 tag_184
q2974,60;54;184,tag_60 tag_54 tag_184
q11735,77,tag_77
q11736,143,tag_143
q11737,92,tag_92
q11738,74,tag_74
q11722,107,tag_107
q11719,77,tag_77
q11721,105,tag_105
q11720,143,tag_143
q10353,106,tag_106
q10352,85,tag_85
q10354,143,tag_143
q10355,78,tag_78
q11651,98,tag_98
q11654,74,tag_74
q11653,143,tag_143
q11652,85,tag_85
q11636,83,tag_83
q11637,143,tag_143
q11635,75,tag_75
q11638,107,tag_107
q11598,143,tag_143
q11596,120,tag_120
q11595,85,tag_85
q11597,135,tag_135
q11938,83,tag_83
q11936,143,tag_143
q11937,80,tag_80
q11935,85,tag_85
q11929,116,tag_116
q11930,85,tag_85
q11927,143,tag_143
q11928,77,tag_77
q11753,143,tag_143
q11752,94,tag_94
q11754,73,tag_73
q11751,77,tag_77
q6573,143,tag_143
q6576,74,tag_74
q6574,119,tag_119
q6575,77,tag_77
q11764,143,tag_143
q11763,95,tag_95
q11766,76,tag_76
q11765,76,tag_76
q9115,76,tag_76
q10138,77,tag_77
q3389,59;52;181,tag_59 tag_52 tag_181
q3387,59;53;181,tag_59 tag_53 tag_181
q3388,59;57;181,tag_59 tag_57 tag_181
q3175,59;52;182,tag_59 tag_52 tag_182
q3174,59;56;182,tag_59 tag_56 tag_182
q3176,59;52;182,tag_59 tag_52 tag_182
q7834,155;147;162;151;178,tag_155 tag_147 tag_162 tag_151 tag_178
q7835,155;147;162;149;178,tag_155 tag_147 tag_162 tag_149 tag_178
q7833,155;147;162;149;178,tag_155 tag_147 tag_162 tag_149 tag_178
q7832,155;147;162;156;178,tag_155 tag_147 tag_162 tag_156 tag_178
q7831,155;147;162;150;178,tag_155 tag_147 tag_162 tag_150 tag_178
q7112,167;149;177,tag_167 tag_149 tag_177
q7113,167;168;177,tag_167 tag_168 tag_177
q9793,98,tag_98
q9526,94,tag_94
q2655,59;53;183,tag_59 tag_53 tag_183
q2657,59;54;183,tag_59 tag_54 tag_183
q2656,59;56;183,tag_59 tag_56 tag_183
q3599,59;54;182,tag_59 tag_54 tag_182
q3598,59;52;182,tag_59 tag_52 tag_182
q3597,59;53;182,tag_59 tag_53 tag_182
q2685,63;56;181,tag_63 tag_56 tag_181
q2687,63;54;181,tag_63 tag_54 tag_181
q2686,63;54;181,tag_63 tag_54 tag_181
q2751,64;54;182,tag_64 tag_54 tag_182
q2752,64;52;182,tag_64 tag_52 tag_182
q2753,64;52;182,tag_64 tag_52 tag_182
q10095,83,tag_83
q7819,159;150;177,tag_159 tag_150 tag_177
q7818,159;149;177,tag_159 tag_149 tag_177
q8390,71,tag_71
q9673,77,tag_77
q2279,54;182;181,tag_54 tag_182 tag_181
q2277,56;182;181,tag_56 tag_182 tag_181
q2278,53;182;181,tag_53 tag_182 tag_181
q8917,116,tag_116
q8539,77,tag_77
q10134,77,tag_77
q1596,53;182;181,tag_53 tag_182 tag_181
q1597,58;182;181,tag_58 tag_182 tag_181
q1598,54;182;181,tag_54 tag_182 tag_181
q7409,167;156;177,tag_167 tag_156 tag_177
q7407,167;168;177,tag_167 tag_168 tag_177
q7408,167;149;177,tag_167 tag_149 tag_177
q7406,167;149;177,tag_167 tag_149 tag_177
q2475,56;185;181,tag_56 tag_185 tag_181
q2477,52;185;181,tag_52 tag_185 tag_181
q2476,52;185;181,tag_52 tag_185 tag_181
q8003,167;149;177,tag_167 tag_149 tag_177
q8002,167;148;177,tag_167 tag_148 tag_177
q8005,167;168;177,tag_167 tag_168 tag_177
q8004,167;153;177,tag_167 tag_153 tag_177
q7657,146;153;177,tag_146 tag_153 tag_177
q7655,146;153;177,tag_146 tag_153 tag_177
q7656,146;150;177,tag_146 tag_150 tag_177
q7181,155;156;177,tag_155 tag_156 tag_177
q7180,155;153;177,tag_155 tag_153 tag_177
q7182,155;169;177,tag_155 tag_169 tag_177
q7179,155;153;177,tag_155 tag_153 tag_177
q2020,52;182;183,tag_52 tag_182 tag_183
q2021,57;182;183,tag_57 tag_182 tag_183
q2019,56;182;183,tag_56 tag_182 tag_183
q7055,146;172;162;153;178,tag_146 tag_172 tag_162 tag_153 tag_178
q7058,146;172;162;151;178,tag_146 tag_172 tag_162 tag_151 tag_178
q7056,146;172;162;149;178,tag_146 tag_172 tag_162 tag_149 tag_178
q7057,146;172;162;149;178,tag_146 tag_172 tag_162 tag_149 tag_178
q7054,146;172;162;153;178,tag_146 tag_172 tag_162 tag_153 tag_178
q8359,155;158;179;176;151;176,tag_155 tag_158 tag_179 tag_176 tag_151 tag_176
q8358,155;158;179;176;150;176,tag_155 tag_158 tag_179 tag_176 tag_150 tag_176
q8357,155;158;179;176;149;176,tag_155 tag_158 tag_179 tag_176 tag_149 tag_176
q8361,155;158;179;176;149;176,tag_155 tag_158 tag_179 tag_176 tag_149 tag_176
q8360,155;158;179;176;153;176,tag_155 tag_158 tag_179 tag_176 tag_153 tag_176
q8322,146;147;179;176;153;176,tag_146 tag_147 tag_179 tag_176 tag_153 tag_176
q8324,146;147;179;176;149;176,tag_146 tag_147 tag_179 tag_176 tag_149 tag_176
q8325,146;147;179;176;149;176,tag_146 tag_147 tag_179 tag_176 tag_149 tag_176
q8326,146;147;179;176;156;176,tag_146 tag_147 tag_179 tag_176 tag_156 tag_176
q8323,146;147;179;176;153;176,tag_146 tag_147 tag_179 tag_176 tag_153 tag_176
q9196,76,tag_76
q8555,85,tag_85
q7104,167;179;177;168;177,tag_167 tag_179 tag_177 tag_168 tag_177
q7105,167;179;177;149;177,tag_167 tag_179 tag_177 tag_149 tag_177
q9853,85,tag_85
q9692,76,tag_76
q8876,85,tag_85
q10254,132,tag_132
q8908,78,tag_78
q9393,120,tag_120
q8946,78,tag_78
q9561,118,tag_118
q9038,85,tag_85
q8757,83,tag_83
q9545,94,tag_94
q9440,85,tag_85
q10326,77,tag_77
q9948,77,tag_77
q2158,56;182;183,tag_56 tag_182 tag_183
q2159,55;182;183,tag_55 tag_182 tag_183
q2157,53;182;183,tag_53 tag_182 tag_183
q2036,54;183;182,tag_54 tag_183 tag_182
q2035,54;183;182,tag_54 tag_183 tag_182
q2034,52;183;182,tag_52 tag_183 tag_182
q2064,53;181;185,tag_53 tag_181 tag_185
q2066,54;181;185,tag_54 tag_181 tag_185
q2065,52;181;185,tag_52 tag_181 tag_185
q1964,54;182;181,tag_54 tag_182 tag_181
q1963,52;182;181,tag_52 tag_182 tag_181
q1962,53;182;181,tag_53 tag_182 tag_181
q2434,52;183;184,tag_52 tag_183 tag_184
q2433,53;183;184,tag_53 tag_183 tag_184
q2435,55;183;184,tag_55 tag_183 tag_184
q7377,167;168;177,tag_167 tag_168 tag_177
q7376,167;149;177,tag_167 tag_149 tag_177
q7378,167;156;177,tag_167 tag_156 tag_177
q7375,167;153;177,tag_167 tag_153 tag_177
q10116,85,tag_85
q9716,76,tag_76
q9132,77,tag_77
q7214,167;156;177,tag_167 tag_156 tag_177
q7211,167;153;177,tag_167 tag_153 tag_177
q7212,167;150;177,tag_167 tag_150 tag_177
q7213,167;168;177,tag_167 tag_168 tag_177
q8271,159;158;149;176,tag_159 tag_158 tag_149 tag_176
q8267,159;158;148;176,tag_159 tag_158 tag_148 tag_176
q8270,159;158;149;176,tag_159 tag_158 tag_149 tag_176
q8269,159;158;153;176,tag_159 tag_158 tag_153 tag_176
q8268,159;158;153;176,tag_159 tag_158 tag_153 tag_176
q7666,146;153;177,tag_146 tag_153 tag_177
q7667,146;150;177,tag_146 tag_150 tag_177
q7863,155;158;162;150;178,tag_155 tag_158 tag_162 tag_150 tag_178
q7862,155;158;162;149;178,tag_155 tag_158 tag_162 tag_149 tag_178
q7861,155;158;162;151;178,tag_155 tag_158 tag_162 tag_151 tag_178
q7865,155;158;162;149;178,tag_155 tag_158 tag_162 tag_149 tag_178
q7864,155;158;162;153;178,tag_155 tag_158 tag_162 tag_153 tag_178
q9989,83,tag_83
q1420,53;184;181,tag_53 tag_184 tag_181
q1419,52;184;181,tag_52 tag_184 tag_181
q1421,54;184;181,tag_54 tag_184 tag_181
q1503,53;184;183;182,tag_53 tag_184 tag_183 tag_182
q1505,52;184;183;182,tag_52 tag_184 tag_183 tag_182
q1504,54;184;183;182,tag_54 tag_184 tag_183 tag_182
q6132,119,tag_119
q8910,78,tag_78
q10097,83,tag_83
q10066,76,tag_76
q8381,84,tag_84
q9679,85,tag_85
q8877,77,tag_77
q8348,155;147;179;176;153;176,tag_155 tag_147 tag_179 tag_176 tag_153 tag_176
q8350,155;147;179;176;149;176,tag_155 tag_147 tag_179 tag_176 tag_149 tag_176
q8347,155;147;179;176;148;176,tag_155 tag_147 tag_179 tag_176 tag_148 tag_176
q8349,155;147;179;176;156;176,tag_155 tag_147 tag_179 tag_176 tag_156 tag_176
q8351,155;147;179;176;156;176,tag_155 tag_147 tag_179 tag_176 tag_156 tag_176
q9426,85,tag_85
q8796,85,tag_85
q9027,83,tag_83
q8574,77,tag_77
q8511,76,tag_76
q8532,85,tag_85
q9728,85,tag_85
q7877,146;158;162;149;178,tag_146 tag_158 tag_162 tag_149 tag_178
q7880,146;158;162;151;178,tag_146 tag_158 tag_162 tag_151 tag_178
q7876,146;158;162;156;178,tag_146 tag_158 tag_162 tag_156 tag_178
q7879,146;158;162;153;178,tag_146 tag_158 tag_162 tag_153 tag_178
q7878,146;158;162;149;178,tag_146 tag_158 tag_162 tag_149 tag_178
q7559,167;149;177,tag_167 tag_149 tag_177
q7560,167;168;177,tag_167 tag_168 tag_177
q2167,53;182;181,tag_53 tag_182 tag_181
q2168,52;182;181,tag_52 tag_182 tag_181
q2166,56;182;181,tag_56 tag_182 tag_181
q7626,155;158;162;149;178,tag_155 tag_158 tag_162 tag_149 tag_178
q7627,155;158;162;153;178,tag_155 tag_158 tag_162 tag_153 tag_178
q7623,155;158;162;151;178,tag_155 tag_158 tag_162 tag_151 tag_178
q7624,155;158;162;149;178,tag_155 tag_158 tag_162 tag_149 tag_178
q7625,155;158;162;156;178,tag_155 tag_158 tag_162 tag_156 tag_178
q7228,155;156;177,tag_155 tag_156 tag_177
q7227,155;149;177,tag_155 tag_149 tag_177
q9070,85,tag_85
q10144,77,tag_77
q8044,146;153;177,tag_146 tag_153 tag_177
q8043,146;149;177,tag_146 tag_149 tag_177
q8045,146;153;177,tag_146 tag_153 tag_177
q9205,76,tag_76
q9887,76,tag_76
q9032,77,tag_77
q9808,112,tag_112
q10271,77,tag_77
q10237,83,tag_83
q8861,76,tag_76
q7769,159;156;177,tag_159 tag_156 tag_177
q7768,159;153;177,tag_159 tag_153 tag_177
q7767,159;148;177,tag_159 tag_148 tag_177
q9049,83,tag_83
q10296,85,tag_85
q8887,76,tag_76
q9447,123,tag_123
q9135,77,tag_77
q9998,83,tag_83
q10139,85,tag_85
q9717,76,tag_76
q9860,85,tag_85
q9500,83,tag_83
q9899,83,tag_83
q8711,88,tag_88
q10114,85,tag_85
q9689,85,tag_85
q8794,77,tag_77
q8767,85,tag_85
q9694,85,tag_85
q7070,146;158;151;176,tag_146 tag_158 tag_151 tag_176
q7073,146;158;149;176,tag_146 tag_158 tag_149 tag_176
q7071,146;158;149;176,tag_146 tag_158 tag_149 tag_176
q7069,146;158;153;176,tag_146 tag_158 tag_153 tag_176
q7072,146;158;149;176,tag_146 tag_158 tag_149 tag_176
q7684,155;153;177,tag_155 tag_153 tag_177
q7685,155;150;177,tag_155 tag_150 tag_177
q7683,155;148;177,tag_155 tag_148 tag_177
q8282,155;147;179;176;148;176,tag_155 tag_147 tag_179 tag_176 tag_148 tag_176
q8283,155;147;179;176;150;176,tag_155 tag_147 tag_179 tag_176 tag_150 tag_176
q8286,155;147;179;176;149;176,tag_155 tag_147 tag_179 tag_176 tag_149 tag_176
q8285,155;147;179;176;151;176,tag_155 tag_147 tag_179 tag_176 tag_151 tag_176
q8284,155;147;179;176;153;176,tag_155 tag_147 tag_179 tag_176 tag_153 tag_176
q7474,167;168;177,tag_167 tag_168 tag_177
q7473,167;149;177,tag_167 tag_149 tag_177
q8199,74,tag_74
q5812,74,tag_74
q7847,146;147;162;179;178;153;178,tag_146 tag_147 tag_162 tag_179 tag_178 tag_153 tag_178
q7849,146;147;162;179;178;156;178,tag_146 tag_147 tag_162 tag_179 tag_178 tag_156 tag_178
q7850,146;147;162;179;178;149;178,tag_146 tag_147 tag_162 tag_179 tag_178 tag_149 tag_178
q7848,146;147;162;179;178;149;178,tag_146 tag_147 tag_162 tag_179 tag_178 tag_149 tag_178
q7846,146;147;162;179;178;153;178,tag_146 tag_147 tag_162 tag_179 tag_178 tag_153 tag_178
q8770,85,tag_85
q9048,76,tag_76
q9872,83,tag_83
q8552,85,tag_85
q9002,78,tag_78
q10233,83,tag_83
q9346,95,tag_95
q9176,76,tag_76
q9190,76,tag_76
q8891,77,tag_77
q9085,83,tag_83
q6212,88,tag_88
q6292,74,tag_74
q8495,77,tag_77
q9710,77,tag_77
q10335,77,tag_77
q7421,159;169;177,tag_159 tag_169 tag_177
q7420,159;156;177,tag_159 tag_156 tag_177
q7418,159;150;177,tag_159 tag_150 tag_177
q7419,159;151;177,tag_159 tag_151 tag_177
q7170,146;153;177,tag_146 tag_153 tag_177
q7169,146;149;177,tag_146 tag_149 tag_177
q7171,146;153;177,tag_146 tag_153 tag_177
q8261,155;147;149;176,tag_155 tag_147 tag_149 tag_176
q8258,155;147;149;176,tag_155 tag_147 tag_149 tag_176
q8260,155;147;148;176,tag_155 tag_147 tag_148 tag_176
q8259,155;147;151;176,tag_155 tag_147 tag_151 tag_176
q8257,155;147;153;176,tag_155 tag_147 tag_153 tag_176
q7550,159;158;162;179;178;149;178,tag_159 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7552,159;158;162;179;178;150;178,tag_159 tag_158 tag_162 tag_179 tag_178 tag_150 tag_178
q7554,159;158;162;179;178;149;178,tag_159 tag_158 tag_162 tag_179 tag_178 tag_149 tag_178
q7551,159;158;162;179;178;151;178,tag_159 tag_158 tag_162 tag_179 tag_178 tag_151 tag_178
q7553,159;158;162;179;178;148;178,tag_159 tag_158 tag_162 tag_179 tag_178 tag_148 tag_178
q7629,152;149;177,tag_152 tag_149 tag_177
q7628,152;153;177,tag_152 tag_153 tag_177
q7026,146;150;177,tag_146 tag_150 tag_177
q7028,146;156;177,tag_146 tag_156 tag_177
q7029,146;169;177,tag_146 tag_169 tag_177
q7027,146;153;177,tag_146 tag_153 tag_177
q7424,155;156;177,tag_155 tag_156 tag_177
q7422,155;150;177,tag_155 tag_150 tag_177
q7425,155;169;177,tag_155 tag_169 tag_177
q7423,155;151;177,tag_155 tag_151 tag_177
q1944,53;183;184,tag_53 tag_183 tag_184
q1945,52;183;184,tag_52 tag_183 tag_184
q1946,179;54;183;184,tag_179 tag_54 tag_183 tag_184
q7782,157;153;177,tag_157 tag_153 tag_177
q7781,157;149;177,tag_157 tag_149 tag_177
q9172,76,tag_76
q8001,167;153;177,tag_167 tag_153 tag_177
q8000,167;149;177,tag_167 tag_149 tag_177
q7999,167;168;177,tag_167 tag_168 tag_177
q7998,167;148;177,tag_167 tag_148 tag_177
q7676,159;153;177,tag_159 tag_153 tag_177
q7677,159;156;177,tag_159 tag_156 tag_177
q7675,159;153;177,tag_159 tag_153 tag_177
q7665,146;156;177,tag_146 tag_156 tag_177
q7663,146;153;177,tag_146 tag_153 tag_177
q7664,146;150;177,tag_146 tag_150 tag_177
q7307,159;153;177,tag_159 tag_153 tag_177
q7308,159;169;177,tag_159 tag_169 tag_177
q7306,159;153;177,tag_159 tag_153 tag_177
q7679,159;150;177,tag_159 tag_150 tag_177
q7678,159;149;177,tag_159 tag_149 tag_177
q7680,159;153;177,tag_159 tag_153 tag_177
q1456,179;52;185;181,tag_179 tag_52 tag_185 tag_181
q1457,52;185;181,tag_52 tag_185 tag_181
q1455,52;185;181,tag_52 tag_185 tag_181
q7020,157;153;177,tag_157 tag_153 tag_177
q7018,157;150;177,tag_157 tag_150 tag_177
q7019,157;149;177,tag_157 tag_149 tag_177
q7021,157;169;177,tag_157 tag_169 tag_177
q7173,159;150;177,tag_159 tag_150 tag_177
q7172,159;148;177,tag_159 tag_148 tag_177
q7174,159;153;177,tag_159 tag_153 tag_177
q7330,157;169;177,tag_157 tag_169 tag_177
q7327,157;148;177,tag_157 tag_148 tag_177
q7329,157;150;177,tag_157 tag_150 tag_177
q7328,157;149;177,tag_157 tag_149 tag_177
q7283,167;150;177,tag_167 tag_150 tag_177
q7284,167;168;177,tag_167 tag_168 tag_177
q2161,56;183;182,tag_56 tag_183 tag_182
q2162,54;183;182,tag_54 tag_183 tag_182
q2160,53;183;182,tag_53 tag_183 tag_182
q1786,52;181;183;184,tag_52 tag_181 tag_183 tag_184
q1785,53;181;183;184,tag_53 tag_181 tag_183 tag_184
q1787,54;181;183;184,tag_54 tag_181 tag_183 tag_184
q2380,52;183;185,tag_52 tag_183 tag_185
q2381,58;183;185,tag_58 tag_183 tag_185
q2379,56;183;185,tag_56 tag_183 tag_185
q1664,52;181;185,tag_52 tag_181 tag_185
q1662,56;181;185,tag_56 tag_181 tag_185
q1663,52;181;185,tag_52 tag_181 tag_185
q2459,55;182;181,tag_55 tag_182 tag_181
q2458,52;182;181,tag_52 tag_182 tag_181
q2457,53;182;181,tag_53 tag_182 tag_181
q1433,52;184;181,tag_52 tag_184 tag_181
q1432,54;184;181,tag_54 tag_184 tag_181
q1431,53;184;181,tag_53 tag_184 tag_181
q2329,54;182;183,tag_54 tag_182 tag_183
q2330,54;182;183,tag_54 tag_182 tag_183
q2328,53;182;183,tag_53 tag_182 tag_183
q7010,159;149;177,tag_159 tag_149 tag_177
q7011,159;156;177,tag_159 tag_156 tag_177
q7012,159;169;177,tag_159 tag_169 tag_177
q1566,53;185;184;181,tag_53 tag_185 tag_184 tag_181
q1568,52;185;184;181,tag_52 tag_185 tag_184 tag_181
q1567,52;185;184;181,tag_52 tag_185 tag_184 tag_181
q8958,115,tag_115
q8881,76,tag_76
q1894,53;185;181,tag_53 tag_185 tag_181
q1893,56;185;181,tag_56 tag_185 tag_181
q1895,55;185;181,tag_55 tag_185 tag_181
q8553,85,tag_85
q7954,155;149;177,tag_155 tag_149 tag_177
q7955,155;149;177,tag_155 tag_149 tag_177
q7956,155;156;177,tag_155 tag_156 tag_177
q7957,155;169;177,tag_155 tag_169 tag_177
q2148,52;182;183,tag_52 tag_182 tag_183
q2150,52;182;183,tag_52 tag_182 tag_183
q2149,54;182;183,tag_54 tag_182 tag_183
q10305,85,tag_85
q6257,86,tag_86
q1824,53;185;183,tag_53 tag_185 tag_183
q1825,52;185;183,tag_52 tag_185 tag_183
q1826,52;185;183,tag_52 tag_185 tag_183
q6208,120,tag_120
q6430,77,tag_77
q4733,75,tag_75
q3606,74,tag_74
q4755,93,tag_93
q4884,71,tag_71
q4167,81,tag_81
q5949,84,tag_84
q6542,87,tag_87
q6487,80,tag_80
q6457,71,tag_71
q6437,83,tag_83
q5844,98,tag_98
q3617,74,tag_74
q4825,85,tag_85
q9627,78,tag_78
q4221,71,tag_71
q3965,83,tag_83
q6240,85,tag_85
q5654,135,tag_135
q3900,80,tag_80
q5690,119,tag_119
q6244,106,tag_106
q5501,82,tag_82
q4952,74,tag_74
q3917,81,tag_81
q5216,74,tag_74
q6485,86,tag_86
q6459,86,tag_86
q3813,86,tag_86
q5423,104,tag_104
q6475,71,tag_71
q4760,107,tag_107
q3731,78,tag_78
q4105,71,tag_71
q4401,98,tag_98
q5833,84,tag_84
q5228,121,tag_121
q4443,98,tag_98
q4665,71,tag_71
q9602,119,tag_119
q3685,85,tag_85
q4781,86,tag_86
q6456,86,tag_86
q6133,119,tag_119
q3889,74,tag_74
q6386,85,tag_85
q6315,74,tag_74
q4656,71,tag_71
q6490,77,tag_77
q4853,71,tag_71
q4285,119,tag_119
q3986,71,tag_71
q5542,98,tag_98
q3740,78,tag_78
q6739,85,tag_85
q6422,71,tag_71
q3724,78,tag_78
q4917,86,tag_86
q4201,74,tag_74
q4811,98,tag_98
q5153,74,tag_74
q4763,78,tag_78
q6376,85,tag_85
q4293,85,tag_85
q3672,77,tag_77
q6107,119,tag_119
q4204,86,tag_86
q5291,80,tag_80
q6426,84,tag_84
q4411,84,tag_84
q5973,84,tag_84
q4787,80,tag_80
q6346,84,tag_84
q5974,84,tag_84
q5083,85,tag_85
q5297,80,tag_80
q4676,71,tag_71
q5241,119,tag_119
q4351,84,tag_84
q5300,98,tag_98
q4669,71,tag_71
q10051,78,tag_78
q5597,98,tag_98
q4374,98,tag_98
q5999,98,tag_98
q4644,71,tag_71
q6520,98,tag_98
q4407,98,tag_98
q8670,119,tag_119
q9575,119,tag_119
q6535,119,tag_119
q4242,86,tag_86
q4808,71,tag_71
q5563,84,tag_84
q5985,98,tag_98
q4957,74,tag_74
q4874,71,tag_71
q4017,80,tag_80
q4927,74,tag_74
q6391,77,tag_77
q6023,86,tag_86
q6347,80,tag_80
q6012,98,tag_98
q8434,74,tag_74
q6006,98,tag_98
q4711,83,tag_83
q4686,71,tag_71
q4613,78,tag_78
q4608,78,tag_78
q3964,83,tag_83
q4549,80,tag_80
q4012,106,tag_106
q4801,71,tag_71
q3907,78,tag_78
q5633,71,tag_71
q4863,71,tag_71
q5880,74,tag_74
q5275,119,tag_119
q5962,98,tag_98
q4453,84,tag_84
q4273,85,tag_85
